,comment,sentimen
2752,"Bismillah.. semoga guru-guru di madrasah swasta juga bisa merasakan kenaikan kesejahteraan. Karena masih banyak juga guru madrasah yang berstatus GTY masih belum sejahtera 🥲.
Sehat selalu Bapak Presiden, kami selalu mendukung Bapak.",Neutral
2753,Alhamdulillah akhirnya kami punya Presiden seperti Bapak....semoga senantiasa selalu dalam lindungan Allah swt 🙏,Neutral
2754,"Betul itu bapak pak Prabowo, pendidikan itu adalah jembatan kehidupan masa depan anak anak kita , KLO tanmpah guru mana ada pejabat mana ada polisi mana ada TNI, mana ada dokter  KLO tanmpa guru",Neutral
2755,Terimakasih pak presiden RI bapak Prabowosubiyanto yg sudah mengangkat derajat guru ketingkatkesejahteraan yg tinggi sdh menempatkan no.1 di APBN.Sepanjang sejarah berdirinya Indonesia.❤,Neutral
2756,Aduuuhhh kenapa ga dari dulu bpk prabowo jd presiden😢 keliatan tulus ingin bekerja keras,Neutral
2757,Guru bukan orang hebat tapi Guru melahirkan orang hebat❤❤❤❤Sehat selalu pak Presiden RI,Neutral
2758,😂😂😂sehat selalu pak peresiden,Neutral
2759,Trimakasih presidenku🙏🙏,Neutral
2760,"Bissmillahirrahmanirrahim.Alhamdulillahi Rabbil Aalamiin. 
Atas dinaikkannya gaji guru, saya ikut bersyukur atas Rahmat dan Ridho-Nya.Aamiin Yaa Rabb.",Neutral
2761,guru skrg sdh pda sjahtera kayaknya ..d kmpung saya aja dulu mh mreka  klo k skolh naik ojek atau jln kaki.skrg k skolh pda bwa mobil..itu guru sd.......saran kpd pmeerintah agar para guru honorer lbih d perhatikn .jgn smpi ada brita gajih honorer sbln 300/500rbu,Neutral
2762,"Bpk Presiden  Prabowo sangat  okey, Tuhan memberkati semua kabinet merah putih.",Neutral
2763,"Keadilan sosial bagi seluruh rakyat indonesia.. Kenapa cuma guru aja Pak?? Dri dlu cuma guru, guru aja terus yg dimanjakan..",Neutral
2764,"Aamiin Ya Alloh sy minta sgr terpanggil sertifikasi Ya Alloh..usia sy udh 55 mah honor di TK yg sampai kini tdk dpt perhatiam
..menelan ludah ketika mendengar guru SD ,ASN maupun yg sdh sertifikasi saja yg di gaji...sementara honor saya cm 275rb ,udh 27 th mengajar di TK😭😭😭😭",Neutral
2765,tolong pak prabowo naikan gaji guru honorer sluruh indonesia ksih tujangan brp bulan skli semoga pak prabowo sehat selalu panjang umur amin,Neutral
2766,Subhanallah saya sampai nangis...melihat bapak presiden nangis..terharu.... presiden terbaik ❤❤,Neutral
2767,"Super bt presiden Prabowo,memang harus perhatian khusus untuk guru terutama guru honorer.sehat selalu presiden ri",Positive
2768,Terimakasih bapak Presiden kami... Semoga Bapak sehat selalu dan dalam lindungan Allah SWT 🤲,Neutral
2769,"Loker di permudah akses persyaratan "" , dan cepat kerja juga Pak Presiden ku supaya rakyat sejahtera dan makmur",Neutral
2770,"gaji guru naik saya bangga
tapi pajak PPN naik saya sengsara",Neutral
2771,"MasyaAllah 😇😇,semoga dengan peningkatan pendapatan guru maka meningkatkan juga kualitas guru , terimakasih pak Prabowo dan kabinet yang tidak hanya memberi angin segar tetapi memberikan kami para guru hadiah yg luar biasa",Neutral
2772,Panjang umur pak. Semoga bisa memimpin Indonesia dua periode,Neutral
2773,"Semoga jangan harus via setifikasi pa 😢 , kami guru non asn yang belum sertifikasi pun ingin merasakan kesejahtraan 🙏",Neutral
2774,"sebelum naikan gaji guru, lihat dulu Guru Honorer, sebab PNS Guru banyak di bantu oleh uru honorer.",Neutral
2775,Bagus naikin smua PNS gajihnya daripada uang di korupsi mendingan naikin gaji mereka sebesar besarnya,Neutral
2776,Semogah presiden kita amanah . Selalu memprhtkn rakyat...dan juga memperhtikn gaji guru yg sdh pensiun.,Neutral
2777,"Terima kasih pak Prabowo, semoga Indonesia semakin maju dan sukses",Neutral
2778,"Bpk Prabowo memang mengerti masalah pemerintahan dan dapat membaca kondisi yg sedang dialami oleh  bangsa ini, semoga Bpk Prabowo benar- benar dapat membuat bangsa ini bangkit menuju arah yg lebih baik
Semoga seluruh pembantu presiden mampu menjabarkan dan melaksanakan keinginan Presiden ini",Neutral
2779,"MasyaAllah, Presiden yg luar biasa, peduli banget dg guru dan rakyat kecil, majasih Pak walaupun belum jelas bagaimana nasib guru PAUD ke depanya, tapi yakin ttp dapet kesejahteraan yg layak",Neutral
2780,Semoga berkah... sayangnya khusus untuk guru di bawah Kementerian Pendidikan Dasar dan Menengah. Saya sebagai salah satu guru madrasah swasta masih berharap ada kebijakan dari pemerintahan Bapak Prabowo,Neutral
2781,"Gimana dengan petani, harga pupuk mahal singkong murah, guru sma petani juga sama kerja, intininya buat cari nafkah",Neutral
2782,Guru aja ya Pak? Tenaga medis gimana?? Melarat kali hidup kami yg tenaga medis ini ya,Neutral
2783,Next SIM seumur hidup,Neutral
2784,"Yg jadi guru seneng, nasib buruh gimana pak, ama petani",Neutral
2785,Benar harus ada ketegasan bagi para kejahatan,Neutral
2786,"Disini secara halus, pak prabowo jg menyindir ank2 seakolah yg lebay dan org2 tua yg cemen. Klo guru menghukum muridnya dianggab tindakan kekerasa dan dikit2 lapor polisi. Mknya skrg berjubel ank2 tulang lunak. Krn skrg  disiplin sdh dianggab bagian dari kekerasan.",Neutral
2787,"Insyaa Allah, Biiznillah, terwujud INDONESIA BERSIH, dimulai dengan perbaikan kesejahteraan GURU. Aamiinn.",Neutral
2788,Terima kasih Pak... Aamiin... 🤲,Neutral
2789,Gaji buruh yo di pikir nooo...,Neutral
2790,"Patriot
Yang bnr2 ingin mengabdikn dr nya pd rakyat indonesia
Sehat sll jendral",Neutral
2791,Wah ternyata menteri Pak Prabowo Bisa buat Team Musim Merah Putih 🇮🇩🇮🇩,Neutral
2792,"Alhamdulillah tidak sia2 memilih bapak Prabowo selama 3kali pencoblosan, sekarang terasa nikmat hasilnya.perjuangan kepada guru sangat ikhlas.terimakasih bapak Presidenku.sehat selalu bapakku.❤❤❤",Neutral
2793,Baru presiden p prabowo menangis d forum umum menunjukan betapa beliau memperhatikan dan peduli thd rakyatnya..presiden sbl ny belum prnh ada yg menangis,Neutral
2794,Trima kasih bapak Presiden Prabowo Subianto yang telah menghargai guru begitu luar biasa dan bertekat  memajukan pendidikan Indonesia....sehat selalu Presidenku.,Neutral
2795,Asn n non asn sdh jls kenaikannya tp knp gr honorer kepastianya kok msh ngambang,Neutral
2796,"Kayaknya ASN kena prank dah,. Lah satu kali gaji pokok ASN sertfkasi itu bkannya smnjak program ini dlncrkn pak SBY emang dah sgtu sampai skrg, atau cm gw yang terlalu bodoh memaknai😂😂😅",Neutral
2797,Senangggnya sy lihat presiden sekarang.pak prabowo,Neutral
2798,"Mantap Pak PRABOWO lgsung transfer ke Sekolah2"" Pk jdi klo Korup langsung keliatan, dan jgn  ksh lgsung lwt  GUB,BUPATI BAHAYA ga NYAMPE NANTI 😅😅😅😅",Neutral
2799,"Gaji semua pegawe ntah apa bidangnya mohon di beri gaji yang sesuai dan yang belum kerja segera di beri tugas karena sudah kuliah  dengan biaya yang sama apa pun bidang studinya, mohon maaf kalo saya lancang,",Neutral
2800,Terimakasih Pak Presidenku..sehat selalu..panjang umur dan tetaplah menjadi Presiden Kebanggaan rakyat Indonesia.,Neutral
2801,Aaminn ya Allah,Neutral
2802,"Kalau bisa langsung dari pusat transfer nya, kalau melalui daerah susah.Katanya ASN dapat tunjangan lauk pauk, sudah 30 jadi ASN belum pernah dapat dari daerah 😇😇",Neutral
2803,Gajih guru naikkan. Pendidikan di tegaskan jam pelajaran gak usah sampai sore. Dan libur hanya di hari minggu,Neutral
2804,Ternyata tidK nail vima meneruskan program TWRDAHULU  yaitu sertifikasi,Neutral
2805,"Bukannya yg sudah2 sertifikasi guru memang 1 kali gaji pokok malahan sertifikasi y non asn 2,5 jt..dmn kenaikannya??",Neutral
2806,biaya sekolah yg semakin mahal tapi kwalitas /hasil /prestasi yg semakin menurun itu tolong diperhatikan pak.....jgn mikirin gaji para pegawai aja...tolong beban rakyat juga dipikirkan,Neutral
2807,Gaji semua pegawe ntah apa bidangnya mohon di beri gaji yang sesuai dan yang belum kerja segera di beri tugas karena sudah kuliah  dengan biaya yang sama apa pun bidang studinya,Neutral
2808,"PERHATIKAN JUGA GURU HONORER YANG MENGABDI DI SWASTA NAUNGAN KEMENAG PAK... 
BANYAK YANG SUDAH TUA DAN MENGABDI PULUHAN TAHUN NAMUN BELUM PADA DI ANGKAT. 
KARENA ADA PENGANGKATAN P3K ATAU CPNS JUGA YANG DI PRIORITASKAN SELALU DI NEGRI, SWATA SELALU DI ANAK TIRIKAN... 

TOLONG PAK ....",Neutral
2809,Aaminn ya Allah,Neutral
2810,Tangisan bahagia saya dengarnya,Neutral
2811,"ini sosok pemimpin yg kita dambakan, tegas, luwas, peduli, dan tak pandang bulu. 👍👍👍",Neutral
2812,tuh buat guru yang ga pilih Presidenku... gaji kalian di naik kan walaupun kalian tidak memilih Presiden Prabowo,Neutral
2813,Terharu saya pakk tuluss bapak melihat nasib kami,Neutral
2814,"Asli (TIDAK DIRAGUKAN LAGI) sama seperti kampanyenya bukan omon2, Real, saya yakin beliau Amanah waktu jiwa dan raganya untuk negara ini, Sekarang beliau telah buktikan semoga beliau selalu di berikan kesehatan untuk bisa memimpin 2 periode, sehat selalu pak kami bangga ketulusan yg Real benar sekali yg dikatakan gusdur org yg paling tulus untuk negara ini yaitu pak prabowo...reall real real AMANAH🇮🇩♥️🤲😭👏✍️🙏🙏🙏🙏👍",Positive
2815,Maunya pak prabowo dan rakyat negara ini benar benar bersih terutama bersih dari korupsi tapi kenyataanya di lapangan sangat sangat kotor sekali bahkan sangat jorok mungkin penanganan sangat lemah dan di lemahkan karena mereka sudah sinergi dan dua duanya saling di untungkan mudah mudahan pak prabowo gak kesulitan untuk membersihkan negara yg sudah kotor ini rakyat sudah muak dengan sandiwara ini,Neutral
2816,"Asli nangis, jatuh air mata saya. Sehat selalu Presiden kita.",Neutral
2817,"Sehat selalu untukmu wahai presidenku, aamiin ya rabb, 🤲🤲🤲 
Allahuakbar...",Neutral
2818,"Terimakasih presidenku pak Prabowo, tapi tolong untuk para guru, kasih pengajaran yg terbaik terhadap murid murid nya, Jagan pengen naik gaji nya aja, pelayanan pegajaran nya lebih di tingkatkan",Neutral
2819,"kok jadi pengen nangis,,,",Neutral
2820,"Sehat selalu bpk prabowoh bersama jajarannya kabinet mentrinya,,🇲🇨👍🤗🥰🙏",Neutral
2821,"Terimakasih pak prabowo telah ingatka bangsa indonesia untuk mengenang jasa se orang guru,.",Neutral
2822,Terimakasih bapak .. saya tdk punya keluarga guru tapi miris dengan gaji para guru honorer.. sampai di sekolah anakku kami rela utk iuran 100ribu perbulan untuk menggaji lebih para gjru honorer yg dapat uang cuma 250ribu saja...,Neutral
2823,Tegas guru harusnya sejahtera. Tegas guru dan anak didiknya sejak 10 th lalu harusnya pemerintah peduli...,Neutral
2824,Terima kasih banyak Bapak Presiden. Sehat. Sehat selalu ya pak. Aaminn,Neutral
2825,Sehat sehat ya Allah bapak presiden kami ini psk prabowo subianto.Aamiin ya Rabb,Neutral
2826,Terimakasih Bapak Presiden semoga sehat selalu dan panjang umur sampai dua periode ini baru presidennya rakyat Indonesia,Neutral
2827,"Tak pandai merangkai kata kata indah
Menjadi diri sendiri apa adanya
Namun kerja nyata bagi bangsa
Cinta negeri rela mati
Smoga berkah di alam nanti
🙏",Neutral
2828,Terima kasih Bpk Presiden,Neutral
2829,Semoga pak prabowo menaikkan gaji semua baik pegawe polisikarena kalo gak aman kita gak bisa berkendaraan bebas,Neutral
2830,"❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
Semoga negara ini dipimpin oleh pemimpin yg amanah yang tau kondisi rakyatnya 🤲🤲🤲",Neutral
2831,"Pak,,,guru² di pondok² pesantren tahfizul Qur'an perlu di fikirkan,",Neutral
2832,Luar Biasa Presidenku,Neutral
2833,"Pak ngapain g dari dulu🥲 ini pemimpin yg ono kalo pidato teks nya mana😁
Bismillah yok pak jauh"" Dari joko",Neutral
2834,"Terimakasih Bapak Presiden, Semoga Bapak diberi umur panjang serta sehat dan barokah umurnya, saya sudah 11 tahun jadi guru tapi masih belum punya sertifikat pendidik, semoga tahun depan 2025 sudah bisa punya sertifikat pendidik.
❤❤❤❤❤❤❤❤",Neutral
2835,"Guru sdh nendptkan gaji dan sertfikasi , thn 2025 mendpt tambahan 2 jt,  utk ASN, TNI/POLRI Pensiunan hrs  naik gaji seimbang dgn para guru agar kesannya Pemerintah tdk pilih kasih.toh  Tni polri pensiunan pingin hdp sejahteta dong bpk Presiden.
Guru  bukan Pahlawan tanpa tanda jasa, murid pinter krn les dan ikut Bimbel. Menurut saya Pahlawan tanpa tanda jasa lebih tepat TNI yg menjaga NKRI, krn dgn taruhan Nyawa",Neutral
2836,"Mantap,diutamakan pendidikan khusus guru tetap semangat dan motivasi",Neutral
2837,"Hatur nuhun pa WOWO berkah buat bapa dan keluarga...
Untung laen SI ETA nu meunang PILPRES teh",Neutral
2838,"Salama aku mendengar pidato seorang presiden baru ini saya netes air mata, kami bersama bapak ❤❤❤❤❤❤❤❤",Neutral
2839,Aq selalu berdoa agar pak prabowo selalu diberi kesehatan dan terlindungi dari segla marabahaya... Alfateha,Neutral
2840,MENYALA BAPAK PRESIDENKUUH🔥🔥.. SEMOGA APA YANG BAPAK CANANGKAN SENANTIASA MENDAPAT RIDLO-NYA.. TERIMAKASIH ATAS KETULUSANMU BAPAK.. DOA TERBAIK UNTUK BAPAK DAN KELUARGA😭😭🙏🙏,Neutral
2841,Mantap pak presiden ku,Neutral
2842,Yang pns biasa daerah pad kecil cuma bisa menahan diri,Neutral
2843,makasi byk bpk presiden prabowo moga bpk selalu dlm lindungan allah swt panjang umur sehat sukses aamiiin aamiin ya allah,Neutral
2844,Jokowi 10 thn ngapain aja.gajih guru,Neutral
2845,Yg adil pk jgn hny guru yg di naikan penghasilan ya TNI polri jg msh perlu di perhatikan pk. Jgn Bpk dr TNI trus TNI tdk dipikirkan. Hilangkan yg penting meja saya rata kami percaya sm pk prabowo dn mas gibran smg sll sht² Bpk.,Neutral
2846,Bp prabowoku..berlakukh kenaikan gaji bagi guru honorer..dn guru ngaji madrasah bp trcintaku..pa prabowoo,Neutral
2847,Saya bukan guru .... tapi saya bahagia atas kebijaksanaan bapak presiden buat kesejahteraan guru2..terimakasih bapak Presidenku...❤❤ saya bangga punya sosok bapak Presiden Prabowo....pokoknya Presiden panutanku....terlove2 bapakku...❤❤❤,Neutral
2848,"Terimakasih banyak Pak Presiden, semoga terlaksana Tuhan memberkati Bapak Prabowo ❤❤❤🙏🙏🙏",Neutral
2849,subhanallah walhamdulillah...terima kasih pak ....,Neutral
2850,Hapus iklan ini,Neutral
2851,Trimakasi banyak bapa presidenku sehat slalu dan slalu dalam lindungan Allah SWT aamiin,Neutral
2852,"Presiden idola saya sangat peduli dgn won cilik, dan paham hakekat hidup",Neutral
2853,😢😢😢MasyaAllah sejuk hati ini mendengar suara Bapak Presiden Perabowo❤❤❤ Untuk Perhatian kepada Guru Aamiin 3x Yarobbalalamin🙏💕🙏💕🙏💕,Neutral
2854,betul bapak tolong buat keprss untuk melindungi guru dari orang tua yg arogan dan nuntut guru yg baik,Neutral
2855,"berarti ASN yang sudah sertoifikasi tidak dapat kenaikan tunjagan donk pak. selamat bagi non asn yang nantinya setelah sertifikasi mendapat 2 jt, karena selama ini hanya dapt 1,5 jt. Kalu yang ASN tidak dapat kenaikan tunjangan oleh program pak prrabowo ini. karena sejak dulu juga tunjangannya 1 x gaji pokok.",Neutral
2856,"Hadiah ultah guru Alhamdulillah naik gaji, hidup pak Prabowo ❤ gass inilah janji beliau nyata trima ksh",Neutral
2857,Mantab Pak Presiden.,Neutral
2858,"Dari dulu sampai skrg BPK nyalon jadi presiden sya tetap pilih BPK, bahkan sya tetap pilih bapak,,, raut muka BPK SGT tulus sekali,bahkan sya menangis bahagia pas BPK dilantik jdi presiden, sesungguhnya Indonesia butuh          pemimpin seperti BPK. Tak sengaja air mata mengalir melihat Ketulusan BPK.",Neutral
2859,Tidak sia sia saya dan sekeluarga memilih pak Prabowo,Neutral
2860,walau aq pekerja bangunan tpi aq  bangga presindenku smg presidenku sehat slalu Aamiin yra 🤲🤲🤲,Neutral
2861,"Terima kasih pak Prabowo,atas perhatian bapak kepada GURU.",Neutral
2862,Terimakasih pak Prabowo. Semoga bapak sehat selalu dan panjang umur dan tetap bijaksana dan adil untuk rakyat Indonesia. Semangat pak Prabowo 💪💪💪,Neutral
2863,Semangat pak prabowo semoga Tuhan memberkati niat nya yang baik salam sehat selalu amin 🙏🙏🙏🙏🙏🙏🙏🙏,Neutral
2864,"Pak presiden yg terhormat,, saya mnt bapak menangis mengambil keputusan keadilan untk rakyat kecil,,",Neutral
2865,"Ternyata benar, pak Prabowo  tulus cinta dg rakyat",Neutral
2866,Sehat bapak presiden dan wakil presiden dan para mentri2nya,Neutral
2867,"Masya Allah 
Tabarakallah.. 
smg Indonesia semakin maju aman tentram damai dan jauh dari kemiskinan..
sejahtera Indonesia ku..
smg pak presiden selalu dalam lindungan Allah..",Neutral
2868,"Guru sekolah swasta pak gaji kecil,",Neutral
2869,Kapolrinya ganti aja pak... 🥲,Neutral
2870,"kami guru yayasan sedih dengan ketidak adilan ini.😢 mereka mengajar 2 sisa gajinya P3k sedangkan kami siswa banyak hy digaji 300 padahal kita sm"" rakyat indonesia 😢😢😢",Neutral
2871,"Alhamdulillah semoga Allah mudahkan Pak Aamiin. Semoga juga kedepan para Tenaga Kependidikan seperti Tata Usaha, penjaga sekolah security di sekolah juga di sejahterakan pendapatan saku mereka. Karena biasanya mereka juga para pengabdi dalam dunia pendidikan yg masih belum sejahtera.",Neutral
2872,جزاك الله خيرا,Neutral
2873,❤,Neutral
2874,"Luar biasa bapak presiden..sehat sllu bapak jenderal Prabowo Subianto Presiden 2 periode,aamiin❤❤",Neutral
2875,"Sy bukan guru,tp mohon kesejahteraan  guru paud,TK,dan setursny",Neutral
2876,Ya Allah SWT. Semoga pak presiden kami prabowo subianto di berikan kesehatan dan semoga rencana ke baikan beliau di mudahkan ya rabbal alamin.,Neutral
2877,Kapan caernya p bosss,Neutral
2878,Alhamdulillah ya Allah semoga pak prabowo sehat wal afiat,Neutral
2879,Inilah pemimpin yg cinta rakyatnya.semoga pak presiden dan jajarannya selalu diberi kekuatan dlm pimpin negri ini.,Neutral
2880,Kok terharu ya dengar tekadnya pak prabowo,Neutral
2881,Makasih bpk presidenku prabowo smoga shat dn pnjang umur,Neutral
2882,Wahai para guru Indonesia tunjukan kinerja kita pada anak didik bangsa💪,Neutral
2883,Honorer murni yg belum sertifikasi ga ada kenaikan pak?,Neutral
2884,Terima kasih yang sebesar besar nya kepada bapak selaku presiden RI yang terbaik menurut saya......❤❤❤,Neutral
2885,Sehat selalu pak prabowo.. 😢😢,Neutral
2886,Terimakasih atas perhatiannya pak,Neutral
2887,"mksh bpk presiden prabowo atas naiknya gaji Asn,smoga brkah dan bpk presiden berkah umur dan sllu dlm lindungan Alloh Swt...aamiin yrb.",Neutral
2888,Makasi pak presiden,Neutral
2889,😢😢😢😢😢😢😢,Neutral
2890,"😢😢😢Smg Bapak Presiden Perabowo Punya kebijakan di Sekolah-sekolah Madrasah, supaya dipermudah keluarganya SK Sertifikasi yang Dikementriyan Aamiin 3x Yarobbalalamin🙏💕🙏💕🙏💕",Neutral
2891,"Umpama kalo guru sakit otomattis gak bisa ngajar, begitu pula sebaliknya , kalo murid sakit tentu tidak bisa belajar",Neutral
2892,Alhamdulillah saya juga ikut bahagia semoga para guru iklas bersedekah berhati mulia beramal kepada yang miskin Alhamdulillah 🙏💰👍🥰🙏,Neutral
2893,"Alhamdulillah, terima kasih pak presiden .sehat selalu",Neutral
